domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url
bcminc.us,2007-09-04 18:09:35+00:00,2023-09-14 16:45:15+00:00,2025-09-03 23:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
kubacabra.cz,2023-10-11 15:01:05+00:00,2025-02-12 15:59:24+00:00,2025-10-11 00:00:00+00:00,REG-CZNIC,,
vpmb6.onmicrosoft.com,2005-02-03 05:15:04+00:00,2025-01-02 11:38:19+00:00,2026-02-03 05:15:04+00:00,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com
hardlogistic.com.co,2016-03-22 19:12:11+00:00,2024-03-24 16:51:28+00:00,2025-03-21 23:59:59+00:00,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu
eauk.org,1995-08-30 04:00:00+00:00,2024-08-05 04:22:12+00:00,2025-08-29 04:00:00+00:00,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com
lhi.is,2011-09-14 00:00:00+00:00,,2026-02-16 00:00:00+00:00,,,
ipu-berlin.de,,2016-02-19 13:44:55+01:00,,,,
windwireless.net,2001-08-31 14:44:31+00:00,2024-09-01 14:39:13+00:00,2025-08-31 14:44:31+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
forjadores.com.mx,2007-07-09 00:00:00+00:00,2024-12-23 00:00:00+00:00,2025-07-08 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
ds-groupe.fr,2009-12-11 16:04:51+00:00,2023-09-10 13:06:04.387686+00:00,2026-09-04 09:49:03+00:00,OVH,support@ovh.net,https://ovh.net
davisconstruction.org,2006-02-24 20:45:37+00:00,2024-06-10 07:15:29+00:00,2026-02-24 20:45:37+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
cba.com.au,,2024-10-27 05:06:42+00:00,,Corporation Service Company (Aust) Pty Ltd,,
mydr.me,2019-07-21 03:21:15+00:00,2019-09-19 21:15:13+00:00,2025-07-21 03:21:15+00:00,IONOS SE,,
thesystems.de,,2023-04-26 05:17:23+02:00,,,,
unicesmag.edu.co,2019-02-25 21:59:47+00:00,2025-02-01 16:40:39+00:00,2029-02-25 21:59:47+00:00,.CO Internet S.A.S.,soporte@cointernet.com.co,https://cointernet.com.co
ursusnadeschkin.ch,,,,,,
t.gg,,,,Direct (Self-Managed) (https://my.channelisles.net),,
cinenet.mx,2013-12-12 00:00:00+00:00,2024-12-16 00:00:00+00:00,2025-12-12 00:00:00+00:00,NEUBOX Internet SA de CV,,
instituto-omp.org.br,2016-02-21 00:00:00+00:00,2024-07-17 00:00:00+00:00,2025-07-16 00:00:00+00:00,,,
dewolffhoutbewerking.nl,2018-02-14 00:00:00+00:00,2023-11-09 00:00:00+00:00,,Metaregistrar B.V.,,
ase.org,1995-11-27 05:00:00.627000+00:00,2024-11-16 08:22:38+00:00,2025-11-26 05:00:00+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
skolasaratice.cz,2020-10-30 01:35:41+00:00,2025-02-12 14:52:12+00:00,2025-10-30 00:00:00+00:00,REG-CZNIC,,
yannuzzi.us,2002-07-12 16:53:01+00:00,2024-06-18 03:57:43+00:00,2025-07-11 23:59:59+00:00,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com
allsee-tech.eu,,,,Registrar.eu,,
sketchfilms.co.uk,2010-04-01 00:00:00+00:00,2024-06-11 00:00:00+00:00,2026-04-01 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
allensen.ca,2009-06-12 22:15:05+00:00,2024-04-13 15:23:33+00:00,2025-06-12 04:00:00+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
tradition.agency,2020-12-02 17:23:00+00:00,2024-12-07 16:19:24+00:00,2025-12-02 17:23:00+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
interbnf.co.kr,2015-05-08 00:00:00+00:00,2018-12-14 00:00:00+00:00,2033-05-08 00:00:00+00:00,Whois Corp.(http://whois.co.kr),,
hormail.fr,2010-01-25 14:07:03+00:00,2025-02-28 23:16:52.973038+00:00,2026-01-25 14:07:03+00:00,OVH,support@ovh.net,https://ovh.net
cidff35.fr,2021-03-02 11:45:06+00:00,2025-03-02 11:53:20.111869+00:00,2026-03-02 11:45:06+00:00,OVH,support@ovh.net,https://ovh.net
icbenevagienna.edu.it,2019-03-29 08:40:23+00:00,2024-04-02 00:57:04+00:00,2025-03-17 00:00:00+00:00,Host s.p.a.,,
novalite.rs,2011-01-21 09:56:33+00:00,2024-12-18 09:55:32+00:00,2026-01-21 09:56:33+00:00,Mainstream Public Cloud Services d.o.o.,,
dctrasmissioni.it,2002-07-19 00:00:00+00:00,2024-08-04 00:51:32+00:00,2025-07-19 00:00:00+00:00,Eurosoftware s.r.l.,,
waukesha.k12.wi.us,,,,,,
gcseguridad.com.ar,,,,,,
brioincorporadora.com.br,2014-06-24 00:00:00+00:00,2024-04-16 00:00:00+00:00,2028-06-24 00:00:00+00:00,,,
agileconnect.com.br,2023-06-21 00:00:00+00:00,2024-06-25 00:00:00+00:00,2026-06-21 00:00:00+00:00,,,
icfdicapua.edu.it,2019-05-03 12:25:11+00:00,2024-04-08 00:59:56+00:00,2025-03-23 00:00:00+00:00,Server Plan s.r.l.,,
chemark.eu,,,,DotRoll Kft.,,
c2flexicare.co.uk,2019-02-05 00:00:00+00:00,2025-02-05 00:00:00+00:00,2026-02-05 00:00:00+00:00,20i Ltd [Tag = STACK],,
vortexconsulting.net,2000-07-29 14:33:24+00:00,2024-06-29 06:25:03+00:00,2027-07-29 14:33:24+00:00,"Register.com, Inc.",domain.operations@web.com,https://web.com
cord.org.uk,2000-04-27 00:00:00+00:00,2024-07-30 00:00:00+00:00,2025-04-27 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
labventures.co,2016-10-17 19:30:19+00:00,2024-10-27 19:11:08+00:00,2025-10-16 23:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
laralykke.de,,2022-06-27 09:57:21+02:00,,,,
revolverstyle.de,,2025-01-24 21:32:05+01:00,,,,
pillarsupport.org,2018-04-16 20:32:52+00:00,2024-07-25 06:19:18+00:00,2025-04-16 20:32:52+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
userexperience.consulting,2018-10-19 03:19:43+00:00,2024-10-09 06:22:08+00:00,2025-10-19 03:19:43+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
streetsmart.org.uk,1999-07-21 00:00:00+00:00,2023-06-21 00:00:00+00:00,2025-07-21 00:00:00+00:00,Easyspace Ltd [Tag = EASYSPACE],,
parentmail.co.uk,2002-03-22 00:00:00+00:00,2025-02-16 00:00:00+00:00,2026-03-22 00:00:00+00:00,Gandi [Tag = GANDI],,
alvahe.com.mx,2019-06-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,2025-06-14 00:00:00+00:00,Registrar.eu,,
van-zyl.net,2000-05-07 20:30:04+00:00,2024-04-17 08:42:13+00:00,2025-05-07 20:30:04+00:00,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net
newvisiondigital.co,2013-02-09 17:39:55+00:00,2024-06-12 19:48:36+00:00,2026-02-08 23:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
imcpayments.co,2023-07-04 06:45:10+00:00,2024-08-05 03:43:09+00:00,2025-07-04 06:45:10+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
logrosfactoring.com.co,2009-10-16 00:00:00+00:00,2023-10-14 17:42:11+00:00,2025-10-19 23:59:59+00:00,Tucows Domains Inc.,compliance@tucows.com,https://tucows.com
charterhouse.co.uk,1996-08-01 00:00:00+00:00,2021-08-02 00:00:00+00:00,2029-08-03 00:00:00+00:00,ICUK Computing Services Ltd [Tag = ICUK],,
oc.eu,,,,Zone Media OÜ,,
sleepinhostel.pl,2012-09-21 11:04:04+00:00,2024-08-31 07:56:03+00:00,2025-09-21 11:04:04+00:00,home.pl S.A.,,
lucioles.io,2021-03-03 21:58:27+00:00,2024-06-14 00:42:05+00:00,2026-03-03 21:58:27+00:00,Key-Systems GmbH,,
teffli-rally.ch,,,,,,
transport.nsw.gov.au,,2024-03-19 15:40:06+00:00,,auDA Internal (9999),,
svartwalds.is,2016-04-25 00:00:00+00:00,,2025-07-22 00:00:00+00:00,,,
pacovis-food.de,,2019-08-18 12:40:10+02:00,,,,
remax.com.au,,2025-01-26 06:04:16+00:00,,Corporation Service Company (Aust) Pty Ltd,,
dcconsulting.ae,,,,,,
invent.ind.br,2010-02-09 00:00:00+00:00,2024-08-14 00:00:00+00:00,2026-02-09 00:00:00+00:00,,,
vipowernet.net,1999-04-08 04:00:00+00:00,2025-02-07 07:37:44+00:00,2026-04-08 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
m-fo.co.uk,2018-08-02 00:00:00+00:00,2024-08-03 00:00:00+00:00,2025-08-02 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
kohfidisch.bgld.gv.at,,,,,,
wine.net,1994-11-03 05:00:00+00:00,2024-11-02 17:31:35+00:00,2025-11-02 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
glam.ox.ac.uk,1996-08-01 00:00:00+00:00,,,No registrar listed.  This domain is directly registered with Nominet.,,
fairgrounds-foundation.org,2016-02-18 22:37:56.779000+00:00,2025-02-19 23:03:19+00:00,2026-02-18 22:37:56.779000+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
my.alps.com,1995-03-22 05:00:00+00:00,2024-05-31 18:32:51+00:00,2030-03-23 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
network.rca.ac.uk,1996-08-01 00:00:00+00:00,,,No registrar listed.  This domain is directly registered with Nominet.,,
dblc.net,2022-02-07 22:17:51+00:00,2025-03-11 19:15:26+00:00,2026-02-07 22:17:51+00:00,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com
spring.co.uk,2014-10-21 00:00:00+00:00,2024-10-29 00:00:00+00:00,2025-10-21 00:00:00+00:00,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,
flexcon-germany.de,,2021-05-13 17:23:50+02:00,,,,
neo-studios.de,,2015-02-16 17:47:06+01:00,,,,
unite.eu,,,,GANDI,,
creativelle.co.za,2005-09-07 08:12:26+00:00,2025-01-31 12:18:54+00:00,2025-09-07 08:12:26+00:00,HOSTAFRICA,support@hostafrica.co.za,https://hostafrica.co.za
calmeus.co.uk,2014-03-10 00:00:00+00:00,2025-03-11 00:00:00+00:00,2035-03-10 00:00:00+00:00,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
colredentorista.edu.co,2005-10-26 00:00:00+00:00,2020-11-14 14:20:34+00:00,2025-11-01 23:59:59+00:00,.CO Internet S.A.S.,soporte@cointernet.com.co,https://cointernet.com.co
cinevie.tv,2004-05-07 14:35:00+00:00,2024-05-15 02:01:24+00:00,2027-05-07 14:35:00+00:00,TLDS L.L.C. d/b/a SRSPlus,abuse@web.com,https://web.com
direct2mum.co.uk,2010-03-11 00:00:00+00:00,2025-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,Ionos SE [Tag = 1AND1],,
housetalent.co.uk,2023-01-25 00:00:00+00:00,2025-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
abacusarchitects.net,2005-09-20 13:29:10+00:00,2024-09-21 14:30:49+00:00,2029-09-20 13:29:10+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
omnilab.de,,2008-10-16 09:00:29+02:00,,,,
cfalallagosta.cat,2020-06-10 10:31:24.860000+00:00,2023-09-13 19:51:37.689000+00:00,2027-06-10 10:31:24.860000+00:00,"10DENCEHISPAHARD, S.L",abuse@cdmon.com,https://cdmon.com
voka.be,2002-07-29 00:00:00+00:00,,,,,
namakwanet.co.za,2014-11-20 08:08:12+00:00,2025-01-31 12:22:23+00:00,2025-11-20 08:08:12+00:00,xneelo (Pty) Ltd,support@xneelo.com,https://xneelo.com
luminatech.co.uk,2000-05-13 00:00:00+00:00,2024-08-06 00:00:00+00:00,2025-05-13 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
area9.dk,2005-12-23 00:00:00+00:00,,2026-12-31 00:00:00+00:00,,,
ignitionlabs.sg,2019-07-23 00:11:02+00:00,2024-03-22 17:40:19+00:00,2025-07-23 00:11:02+00:00,Dreamscape Networks International Pte Ltd,,
ccb.eu,,,,World4You Internet Services GmbH,,
makesia.it,2019-05-17 16:25:29+00:00,2024-12-17 11:15:25+00:00,2025-05-17 00:00:00+00:00,Aruba s.p.a.,,
candianidenim.it,2013-02-27 18:18:25+00:00,2024-04-06 05:47:24+00:00,2025-04-06 00:00:00+00:00,Register S.p.a.,,
selcos.co.kr,2007-01-19 00:00:00+00:00,2023-01-06 00:00:00+00:00,2026-01-19 00:00:00+00:00,"Gabia, Inc.(http://www.gabia.co.kr)",,
driverhelpline.co.uk,2006-12-13 00:00:00+00:00,2024-12-14 00:00:00+00:00,2026-12-13 00:00:00+00:00,Zen Internet Limited [Tag = ZENSYS],,
hezner.biz,2005-12-13 23:15:59+00:00,2024-11-17 07:13:32+00:00,2025-12-12 23:59:59+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
betashares.com.au,,2025-02-10 05:58:37+00:00,,Corporation Service Company (Aust) Pty Ltd,,
badgermgmt.uk,2023-05-16 00:00:00+00:00,2024-09-03 00:00:00+00:00,2025-05-16 00:00:00+00:00,Squarespace Domains LLC t/a SQUARESPACE DOMAINS [Tag = SQUARESPACE],,
volprop.net,2015-01-19 16:56:28+00:00,2023-11-21 17:33:08+00:00,2029-01-19 16:56:28+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
citrisol.es,,,,,,
astutia.org,2010-03-08 12:26:39+00:00,2023-02-27 21:46:23+00:00,2028-03-08 12:26:39+00:00,"eNom, LLC",,
mineralarea.edu,2002-01-11 00:00:00+00:00,,2025-07-31 00:00:00+00:00,,,
earthandme.co,2020-06-19 05:04:51+00:00,2024-06-10 08:10:57+00:00,2025-06-19 05:04:51+00:00,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net
mena.premierinn.com,2004-05-09 18:44:17+00:00,2024-05-05 05:13:45+00:00,2025-05-09 18:44:17+00:00,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
delegatetoelevate.io,2023-07-10 18:51:46+00:00,2024-05-31 20:47:28+00:00,2025-07-10 18:51:46+00:00,Key-Systems GmbH,,
ekogas.de,,2024-12-13 11:32:49+01:00,,,,
colegiobrotmadrid.es,,,,,,
batikair.com.my,2015-12-20 16:00:00+00:00,2024-04-03 16:13:06.810000+00:00,2028-12-20 16:00:00+00:00,QINETICS SOLUTIONS SDN BHD (Webnic.cc),compliance_abuse@webnic.cc,https://webnic.cc
iwego.fr,2017-04-04 22:11:37+00:00,2024-05-31 22:02:24.861440+00:00,2025-04-04 22:11:37+00:00,OVH,support@ovh.net,https://ovh.net
ecosmetic.ca,2019-07-02 20:42:08+00:00,2023-08-20 21:10:22+00:00,2025-07-02 20:42:08+00:00,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com
hs-dahlbusch-ge.de,,2023-12-18 15:31:12+01:00,,,,
winehome.cz,2019-04-16 13:20:01+00:00,2024-12-11 12:01:01+00:00,2025-04-16 00:00:00+00:00,REG-ACTIVE24,,
castelmimi.md,,,,,,
kunsthumaniorabrussel.be,2007-01-17 00:00:00+00:00,,,,,
nwd.com.hk,1997-02-24 00:00:00+00:00,,2030-09-01 00:00:00+00:00,Hong Kong Domain Name Registration Company Limited,enquiry@hkdnr.hk                       Hotline: +852 2319 1313,https://hkdnr.hk                       Hotline: +852 2319 1313
agrihealth.ie,2000-05-29 23:00:00+00:00,,2025-03-30 09:27:31+00:00,iSeek.ie,,
elfer-sportwagen.de,,2023-02-28 16:22:35+01:00,,,,
domainedelapetitesoeur.fr,2015-10-09 08:09:49+00:00,2023-08-05 22:53:39.404239+00:00,2025-10-09 08:09:49+00:00,OVH,support@ovh.net,https://ovh.net
serinity.cloud,2024-09-17 17:43:21.170000+00:00,2024-09-22 17:43:31.149000+00:00,2025-09-17 17:43:21.170000+00:00,"HOSTINGER operations, UAB",domains@hostinger.com,https://hostinger.com
tropicalvitivinicola.com.br,2022-05-11 00:00:00+00:00,2025-01-30 00:00:00+00:00,2028-03-15 00:00:00+00:00,,,
toon.nu,,,,,,
ville-sevran.fr,1999-07-08 22:00:00+00:00,2024-04-29 16:02:11.379675+00:00,2025-09-28 12:52:16+00:00,OVH,support@ovh.net,https://ovh.net
harmonyinc.org,1997-03-06 05:00:00+00:00,2024-06-24 07:28:18+00:00,2026-03-07 05:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
moorhaven.org,2003-06-18 09:55:55+00:00,2024-04-12 10:56:29+00:00,2025-06-18 09:55:55+00:00,Netistrar Limited,abuse@netistrar.com,https://netistrar.com
sbchc.net,2005-02-07 22:09:57+00:00,2025-02-08 11:30:52+00:00,2027-02-07 22:09:57+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
cashotel.fr,2011-02-01 08:40:56+00:00,2025-02-10 10:45:03.206105+00:00,2026-02-01 08:40:56+00:00,AMEN / Agence des Médias Numériques,afnic@amen.fr,https://amen.fr
qualityfreight.co.uk,2000-03-02 00:00:00+00:00,2024-03-06 00:00:00+00:00,2034-03-02 00:00:00+00:00,Team Blue Internet Services UK Limited [Tag = NAMESCO],,
nabla.tv,2013-02-05 13:27:33+00:00,2025-02-23 18:40:13.430000+00:00,2026-02-05 13:27:33+00:00,"ENOM, INC.",legal@enom.com,https://enom.com
ares.edu.pl,2024-09-30 18:55:43+00:00,2025-02-24 02:28:31+00:00,2025-09-30 18:55:43+00:00,Key-Systems GmbH,,
centerlineengineering.net,2015-01-02 23:02:40+00:00,2024-12-03 04:08:50+00:00,2026-01-02 23:02:40+00:00,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com
armonia.team,2022-05-16 10:48:10+00:00,2024-03-26 15:09:14+00:00,2025-05-16 12:50:14+02:00,"OVH, SAS",abuse@ovh.net,https://ovh.net
solasit.ie,2009-01-02 00:00:00+00:00,,2026-01-02 14:55:22+00:00,Blacknight Solutions,,
intercon.com.tr,2005-08-26 00:00:00+00:00,,2025-08-25 00:00:00+00:00,,,
schumir.ch,,,,,,
gracecomms.co.uk,2010-11-12 00:00:00+00:00,2024-10-21 00:00:00+00:00,2026-11-12 00:00:00+00:00,Sinorrah IT Solutions Limited t/a Sinorrah IT [Tag = SINORRAH],,
krueckl.it,2015-10-10 14:40:49+00:00,2025-01-30 00:49:01+00:00,2026-01-14 00:00:00+00:00,RegistryGate GmbH,,
cimadental.es,,,,,,
colegiomundomaya.edu.mx,2014-10-28 00:00:00+00:00,2024-10-29 00:00:00+00:00,2025-10-28 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
timana.net,2009-09-15 13:37:45+00:00,2024-09-16 05:46:09.590000+00:00,2025-09-15 13:37:45+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
techalchemy.co,2016-10-16 11:36:10+00:00,2024-09-20 07:44:03+00:00,2025-10-15 23:59:59+00:00,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com
ottoroth.de,,2023-08-28 18:07:38+02:00,,,,
amt-gmbh-metal.de,,2022-04-19 13:41:50+02:00,,,,
rcswexford.ie,2020-11-19 07:40:13+00:00,,2025-11-19 07:40:13+00:00,Letshost,,
oceanacademynj.org,2008-05-20 18:51:29+00:00,2024-06-13 09:13:14+00:00,2025-05-20 18:51:29+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
discente.uenp.edu.br,2023-08-07 00:00:00+00:00,2023-11-28 00:00:00+00:00,,,,
me.kcsd96.org,2010-12-30 16:38:14+00:00,2024-06-23 02:25:18+00:00,2025-12-30 16:38:14+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
wyrwoll.de,,2023-04-24 15:53:58+02:00,,,,
cenbp.com.au,,2025-03-11 01:45:29+00:00,,Synergy Wholesale Accreditations Pty Ltd,,
promisechc.org,2012-10-25 13:19:07+00:00,2024-06-29 04:40:07+00:00,2032-10-25 13:19:07+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
kallinicos.com.au,,2024-06-02 00:50:40+00:00,,Domain Directors Pty Ltd trading as Instra,,
famillevbb.fr,2018-04-02 17:13:54+00:00,2023-11-24 22:22:01.418262+00:00,2025-04-02 17:13:54+00:00,OVH,support@ovh.net,https://ovh.net
emicol.com.mx,2011-10-10 00:00:00+00:00,2024-09-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,MARCARIA.COM LLC,,
hpcsd.org,2010-11-04 15:12:11+00:00,2021-11-02 13:38:54+00:00,2026-11-04 15:12:11+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
nuro.ca,2016-09-29 21:15:39+00:00,2024-11-06 15:28:37+00:00,2025-09-29 21:15:39+00:00,WHC Online Solutions Inc.,abuse@whc.ca,https://whc.ca
buncke.org,1998-04-16 04:00:00+00:00,2023-02-19 07:50:41+00:00,2028-04-15 04:00:00+00:00,"Network Solutions, LLC",domain.operations@web.com,https://web.com
relyon.us,2007-02-08 00:12:21+00:00,2024-12-14 07:00:41+00:00,2026-02-07 23:59:59+00:00,"Network Solutions, LLC",abuse@web.com,https://web.com
diaelec-ap.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th
entermail.net,1998-09-01 04:00:00+00:00,2024-08-02 06:23:04+00:00,2025-08-31 04:00:00+00:00,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com
cih.ca,2002-10-11 16:18:59+00:00,2024-10-11 12:54:11+00:00,2029-10-11 04:00:00+00:00,Tucows.com Co.,compliance@tucows.com,https://tucows.com
jamiebrooks.net,2004-10-14 18:17:12+00:00,2024-10-15 13:45:23+00:00,2025-10-14 18:17:12+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
steinerschoolaalst.be,2000-11-16 00:00:00+00:00,,,,,
gps-pruftechnik.hu,,,,,,
shaqfoundation.org,2019-07-29 18:34:27+00:00,2024-06-18 18:21:04+00:00,2029-07-29 18:34:27+00:00,"TUCOWS, INC.",shaqfoundation.org@contactprivacy.com,https://contactprivacy.com
rgengineering.net,2006-03-02 03:57:09+00:00,2025-02-15 12:45:53+00:00,2026-03-02 03:57:09+00:00,"easyDNS Technologies, Inc.",abuse@easydns.com,https://easydns.com
mabri.vision,2015-07-15 09:25:25+00:00,2024-08-29 09:26:17+00:00,2025-07-15 09:25:25+00:00,Cronon GmbH,abuse@strato.de,https://strato.de
tma.com.vn,,,,,,
mswright.eu,,,,Domain Robot,,
moraineoh.org,2003-01-05 19:20:15+00:00,2024-12-12 05:31:54+00:00,2026-01-05 19:20:15+00:00,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com
intschoolstlucia.org,2006-03-24 13:14:51+00:00,2024-07-05 17:30:58+00:00,2027-03-24 13:14:51+00:00,"TUCOWS, INC.",intschoolstlucia.org@contactprivacy.com,https://contactprivacy.com
nationalmigrainecentre.org.uk,2011-05-10 00:00:00+00:00,2024-08-30 00:00:00+00:00,2025-05-10 00:00:00+00:00,"GoDaddy.com, LLC. [Tag = GODADDY]",,
kopuz.com.tr,2000-08-11 00:00:00+00:00,,2028-08-10 00:00:00+00:00,,,
de.bp.com,1989-11-10 05:00:00+00:00,2024-11-05 06:17:01+00:00,2026-11-09 05:00:00+00:00,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com
amm.uniroma2.it,1997-12-03 00:00:00+00:00,2025-01-30 00:50:47+00:00,2026-01-14 00:00:00+00:00,"Universita' degli Studi di Roma ""Tor Vergata""",,
aumatics.nl,2010-08-17 00:00:00+00:00,2023-05-31 00:00:00+00:00,,Internationale Domeinregistratie Nederland,,
schimana.de,,2024-08-09 10:53:00+02:00,,,,
epsilonnet.gr,,,,,,
detallesconesencia.es,,,,,,
ospreycoveowners.org,2021-04-07 13:29:30+00:00,2024-08-16 22:45:40+00:00,2025-04-07 13:29:30+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
hsesteuerung.de,,2021-08-06 09:19:04+02:00,,,,
hepner.id.au,,2025-02-13 06:23:21+00:00,,Web Address Registration Pty Ltd,,
gatewaybhs.org,2004-08-17 15:50:15+00:00,2024-07-29 15:34:09+00:00,2026-08-17 15:50:15+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
nicolasgodard.fr,2013-10-04 06:56:37+00:00,2023-09-29 13:56:54.228342+00:00,2025-10-04 06:56:37+00:00,OVH,support@ovh.net,https://ovh.net
liceopedrodegante.edu.mx,2010-03-19 00:00:00+00:00,2024-10-06 00:00:00+00:00,2025-03-18 00:00:00+00:00,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,
youngbuckmedia.com.au,,2024-10-31 22:18:28+00:00,,Synergy Wholesale Accreditations Pty Ltd,,
backer.co.uk,1999-02-28 00:00:00+00:00,2025-02-21 00:00:00+00:00,2026-02-28 00:00:00+00:00,Abion AB [Tag = ABION],,
gabinc.33mail.com,2010-05-12 14:09:04+00:00,2024-04-08 01:31:23+00:00,2025-05-12 14:09:04+00:00,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
scoca-k12.org,1998-05-06 04:00:00+00:00,2024-08-10 17:09:42+00:00,2025-05-05 04:00:00+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
itservices.pro,2011-08-20 10:12:36+00:00,2024-10-04 00:00:52+00:00,2025-08-20 00:00:00+00:00,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com
quietis.net,2007-11-15 11:45:04+00:00,2024-10-15 08:52:28+00:00,2025-11-15 11:45:04+00:00,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net
orwellconstructions.com.au,,2025-02-04 23:35:28+00:00,,GoDaddy.com LLC trading as GoDaddy.com,,
hhg-mettmann.de,,2018-08-17 01:08:43+02:00,,,,
tntv.pf,,,,,,
auto.de,,2023-10-06 17:47:06+02:00,,,,
spsdfw.org,2013-04-30 17:18:44+00:00,2025-02-22 19:21:47+00:00,2027-04-30 17:18:44+00:00,"Register.com, Inc.",domain.operations@web.com,https://web.com
merchantindustry.net,2010-02-02 23:45:26+00:00,2024-03-17 19:28:12+00:00,2025-12-23 11:59:59+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
caveacepages.fr,2021-06-13 18:02:40+00:00,2023-06-19 09:29:57.816530+00:00,2025-06-13 18:02:40+00:00,OVH,support@ovh.net,https://ovh.net
rosieclayden.co.uk,2015-04-03 00:00:00+00:00,2024-04-02 00:00:00+00:00,2025-04-03 00:00:00+00:00,1api GmbH [Tag = 1API-DE],,
myrealestateagent.net,2022-07-31 01:43:50+00:00,2024-07-31 12:17:59+00:00,2026-07-31 01:43:50+00:00,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com
green-diamond.ca,2007-06-22 18:38:28+00:00,2024-08-06 04:10:01+00:00,2025-06-22 04:00:00+00:00,Bell Canada,heather.joannou@bell.ca,https://bell.ca
