domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,best_site_name,scraping_status_code
jamesmediagroup.com,2006-07-13,2024-07-14,2025-07-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
henschel-vs.de,,2022-02-01,,,,,,Error
getmatrixed.com,2000-02-26,2022-02-03,2028-02-26,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
outdooru.de,,2022-12-04,,,,,,200
inconceivablenomail.com,2024-11-27,2025-02-28,2025-11-27,"Sav.com, LLC",abuse-contact@sav.com,https://sav.com,,Error
accadco.com.au,,2024-07-06,,Synergy Wholesale Accreditations Pty Ltd,,,,200
gogovier.com,2014-07-09,2023-12-31,2025-12-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
cmt.com,1994-02-10,2025-01-10,2026-02-11,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,200
micklea.com.au,,2024-11-17,,Melbourne IT,,,,Error
perezautorepairs.com,2018-08-15,2024-08-08,2025-08-15,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
enkocapital.com,2007-09-27,2024-08-28,2026-09-27,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,200
s.unibuc.ro,2001-01-01,,2028-05-29,ICI - Registrar,,,,Error
tacetcentral.com,2024-02-06,2024-02-06,2026-02-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hill-tech-solutions.net,2014-08-31,2024-08-06,2025-08-31,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
vnvklub.ro,2024-12-16,,2028-12-15,ICI - Registrar,,,,200
elev8seeds.com,2014-11-12,2025-01-01,2025-11-12,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,,200
littlebluefishes.com,2003-09-25,2022-09-25,2025-09-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
toyotaofhackensack.com,2000-10-23,2023-10-20,2028-10-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
talworx.com,2023-04-16,2024-05-20,2026-04-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
origin84.com,2010-02-12,2025-03-07,2026-02-12,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
kankeshexims.com,2019-03-01,2025-02-08,2026-03-01,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,Error
c-suitepartners.com,2017-04-26,2022-10-17,2027-04-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
blowme.com,1997-11-11,2024-10-26,2025-11-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
unity.org,1995-05-28,2022-01-07,2026-05-27,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
valueadd.us,2017-10-16,2024-10-22,2025-10-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
bsl.qa,,,,,,,,Error
dentonassociates.com,1999-12-22,2022-10-16,2026-12-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
scottmatzdesign.com,2007-04-04,2024-05-15,2026-04-04,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,200
janieandjack.com,2002-01-03,2024-12-02,2026-01-03,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,200
toxnsolutions.co.za,2024-05-30,2025-01-29,2025-05-30,PDR Ltd.,abuse@publicdomainregistry.com,https://publicdomainregistry.com,,Error
mrb-automation.de,,2023-06-14,,,,,,200
algorithmicsespana.com,2024-02-18,2025-02-19,2026-02-18,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
srmscet.edu,2000-07-10,,2027-07-31,,,,,Error
triasjeugdhulp.nl,2001-09-27,2023-11-27,,Realtime Register,,,,200
depedlaspinas.ph,,,,,,,,200
bui-bs.com,2022-01-18,2025-01-19,2026-01-18,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
primavita.ind.br,2023-06-02,2023-11-22,2026-10-01,,,,,200
getsimplebox.com,2012-07-07,2024-06-23,2025-07-07,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
oliverfelyx.com,2022-09-20,2024-09-05,2025-09-20,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
ruaablog.com,2021-05-20,2024-06-16,2025-05-20,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,Error
guneskitabevi.com,2004-08-14,2024-07-02,2025-08-14,ODTU Gelistirme Vakfi Bilgi Teknolojileri Sanayi Ve Ticaret Anonim Sirketi,abuseverisign@metunic.com.tr,https://metunic.com.tr,,200
oregondirections.com,2021-01-30,2025-01-31,2027-01-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
anj-group.com,2010-11-08,2024-10-04,2025-11-08,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
carsmartpeople.com,2013-04-04,2024-12-12,2025-04-04,FastDomain Inc.,domain.operations@web.com,https://web.com,,200
zyrupmedia.com,2021-09-12,2024-08-28,2025-09-12,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
nike4s.com,2015-12-12,2025-02-27,2025-12-12,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com,,Error
waldengroup.net,2010-06-04,2024-11-14,2030-06-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
thewalters.team,2022-07-07,2024-09-07,2026-07-07,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,,200
dreamzmachining.com,2021-06-06,2023-06-16,2025-06-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mgiworldcom.com,2015-07-29,2023-07-30,2025-07-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
ssctlv.com,2023-04-12,2023-04-12,2025-04-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
schmidli.com,1996-03-29,2025-01-29,2028-03-30,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
mijnheem.nl,2009-12-29,2021-06-15,,The Registrar Company B.V.,,,,Error
shioi.com,1998-03-11,2022-03-04,2027-03-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
grafficltd.com,2006-10-18,2024-10-19,2025-10-18,IONOS SE,abuse@ionos.com,https://ionos.com,,200
iland.net,1996-03-22,2022-11-16,2030-03-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
perfectionautoandmarine.com,2005-12-02,2024-11-03,2025-12-02,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
myteamlogicit.com,2018-10-18,2024-09-11,2025-10-18,"Name.com, Inc.",abuse@name.com,https://name.com,,Error
databloomconsulting.com,2015-08-12,2024-06-13,2025-08-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
cfguidance.org,2010-05-12,2024-07-06,2025-05-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
flexigrant.com,2012-03-30,2023-12-04,2026-03-30,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
logitech.ch,,,,,,,,200
beachhuts.com.au,,2025-01-25,,Domain Directors Pty Ltd trading as Instra,,,,200
wousi.com,2016-01-29,2025-02-23,2026-01-29,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com,,Error
prove.lv,,2025-03-10,,,,,,200
mdpedgrp.com,2003-03-03,2022-03-11,2027-03-03,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
tadirantele.com,1997-09-28,2020-09-29,2025-09-27,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
marketingmg.com,2004-05-13,2024-05-15,2026-05-13,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
ardeko-decoracion.com,2012-11-29,2024-11-22,2025-11-29,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
yakimariverpartners.com,2015-08-26,2024-05-30,2025-08-26,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
lamborghinidallas.com,2002-01-28,2024-11-29,2026-01-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
chamberorchestra.org,2001-03-05,2025-02-08,2026-03-05,"pair Networks, Inc. d/b/a pair Domains",abuse@pairdomains.com,https://pairdomains.com,,200
bourkewaste.ie,2006-10-09,,2025-10-10,Blacknight Solutions,,,,200
goodworkscleaning210.com,2020-12-26,2024-12-27,2025-12-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
izara.in,2022-06-28,2024-06-24,2025-06-28,"GoDaddy.com, LLC",,,,200
iccasteggio.edu.it,2019-07-30,2024-12-09,2025-11-23,Teknadoc Italia s.r.l.,,,,200
tristarfire.com,1999-02-26,2024-06-25,2027-02-26,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,Error
outlook.co.il,,,2026-01-03,Domain The Net Technologies Ltd,domains@microsoft.com,https://microsoft.com,,200
nairobivintners.com,2003-05-27,2024-05-02,2025-05-27,"Ascio Technologies, Inc",abuse@ascio.com,https://ascio.com,,Error
enkayengineering.com,2005-02-04,2025-01-20,2026-02-04,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
augurycapital.com,2006-05-01,2022-05-03,2025-05-01,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
myrcc.com,2000-04-28,2022-10-28,2026-04-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mmcc.ie,2021-03-23,,2025-03-23,Register 365,,,,Error
dtz.com,1999-02-24,2025-03-01,2027-02-24,Safenames Ltd,abuse@safenames.net,https://safenames.net,,Error
katiestonejewellery.co.uk,2013-03-13,2024-02-27,2026-03-13,Tucows Inc t/a Tucows [Tag = TUCOWS-CA],,,,Error
metrohobbies.com.au,,2025-02-08,,Melbourne IT,,,,200
scotts.com,1997-05-29,2024-12-13,2026-01-14,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
coleman-group.co.uk,2016-05-19,2025-02-18,2025-05-19,Heart Internet Limited t/a Heart Internet [Tag = EXTEND],,,,200
ifiusa.org,2005-08-26,2024-08-30,2025-08-26,Porkbun LLC,abuse@porkbun.com,https://porkbun.com,,200
brijdhamlogistics.com,2024-09-28,2024-11-28,2025-09-28,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,Error
merlenormanstudio.com,1997-02-16,2024-12-19,2026-02-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
shopsusanalbright.com,2023-11-17,2023-11-17,2026-11-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
willne.com,2017-11-07,2024-11-08,2026-11-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
sysmaqautomacao.com.br,2022-02-14,2024-12-17,2026-01-05,,,,,Error
azaharacomunicacion.com,2009-01-14,2025-01-09,2026-01-14,Dinahosting s.l.,abuse-domains@dinahosting.com,https://dinahosting.com,,200
carriemallon.com,2015-12-12,2024-11-12,2025-12-12,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
magicbee.co.uk,2010-03-20,2024-09-03,2026-03-20,Squarespace Domains LLC t/a SQUARESPACE DOMAINS [Tag = SQUARESPACE],,,,Error
cdmaintenancecompany.com,2015-03-26,2024-03-26,2025-03-26,"Register.com, Inc.",domain.operations@web.com,https://web.com,,Error
amcoss-systems.com,2020-01-15,2025-01-17,2026-01-15,Vautron Rechenzentrum AG,abuse@vautron.de,https://vautron.de,,200
live.ucl.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,,,Error
rollerman.be,2004-01-27,,,,,,,200
markedtool.com,2004-05-13,2022-08-31,2025-05-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
dburkepipe.com,2003-10-30,2024-10-31,2025-10-30,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,Error
prydemedia.com.ar,,,,,,,,200
cloudian.com,2006-09-12,2022-09-11,2028-09-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
helmutsmarine.com,1996-05-25,2022-06-01,2027-05-24,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
lussoautoworks.com,2023-02-27,2025-03-06,2027-02-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
somaticlearning.com,2002-01-16,2025-01-17,2026-01-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
barbizon.com,1995-07-18,2024-07-17,2029-07-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
airway-medix.com,2023-07-27,2024-07-28,2025-07-27,IONOS SE,abuse@ionos.com,https://ionos.com,,200
theloverelationshop.com,2021-10-10,2023-10-13,2025-10-10,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
lightspeedtelecom.com,2015-03-12,2024-11-20,2026-03-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
holliston.com,1996-01-24,2024-12-01,2026-01-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
mf2n.dev,,,,,,,,200
helpsystems.com,1996-09-30,2024-08-25,2025-09-29,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
thebigword.com,2000-03-31,2024-11-11,2025-03-31,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,200
saxis.dk,2015-01-08,,2026-01-31,,,,,200
cramerengineering.com,2013-08-27,2024-08-28,2025-08-27,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
qldathletics.org.au,,2024-10-16,,Melbourne IT,,,,200
9ine.com,2001-08-21,2023-10-12,2029-08-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
goldsprings.com.au,,2023-06-10,,Domain Directors Pty Ltd trading as Instra,,,,Error
happyhomesdc.com,2022-04-22,2024-04-23,2025-04-22,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
tffme.com,2013-02-28,2025-03-05,2026-02-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mitechsys.com,2018-06-07,2023-06-08,2028-06-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mlotax.com,2015-05-19,2022-09-18,2025-05-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
schroedermoller.com.br,2014-01-01,2024-12-02,2027-01-01,,,,,Error
usbnc.org,1993-11-16,2024-11-19,2025-11-15,"TUCOWS, INC.",usbnc.org@contactprivacy.com,https://contactprivacy.com,,Error
ambassadortattoo.com,2016-07-23,2024-12-06,2027-07-23,Namespro Solutions Inc.,abuse@namespro.ca,https://namespro.ca,,200
scarabhealth.com,2004-12-23,2024-05-14,2025-12-23,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
beautytechsalonandspa.com,2025-02-14,2025-02-14,2026-02-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ccuaprimary.co.uk,2018-08-20,2024-07-08,2026-08-20,"GoDaddy.com, LLC. [Tag = GODADDY]",,,,200
mba2017.incae.edu,1999-07-09,,2025-07-31,,,,,Error
talladegapark.com,2024-07-31,2024-07-31,2025-07-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
wearemediavision.com,2020-09-02,2024-05-23,2025-09-02,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
seedcatalog.com,1997-10-13,2024-01-20,2028-10-12,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
parseceducation.com,2018-12-20,2024-12-08,2025-12-20,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,,200
expediencesoftware.com,2010-12-21,2022-11-12,2025-12-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
rensenhouse.com,1997-10-27,2024-09-27,2025-10-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kjcproductions.com,2012-11-08,2024-12-02,2026-11-08,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
afrique-interlink.com,2002-05-28,2024-05-15,2025-05-28,Diamatrix C.C.,abuse@domains.co.za,https://domains.co.za,,Error
tklconstruction.com,2014-11-05,2025-03-01,2025-11-05,"NameSilo, LLC",abuse@namesilo.com,https://namesilo.com,,200
servirep.net,2009-12-14,2024-11-29,2025-12-14,Hosting Concepts B.V. d/b/a Registrar.eu,abuse@registrar.eu,https://registrar.eu,,200
sixty-three-beach.com,2017-07-19,2023-07-20,2025-07-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
inspiredbydesignco.com,2013-06-12,2024-06-12,2025-06-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
sensory8.com,2019-03-08,2025-02-21,2026-03-08,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
xemdal.com,2020-02-04,2023-02-04,2026-02-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
reelstarproductions.llc,2025-02-22,2025-02-27,2026-02-22,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
coubllc.com,2012-12-04,2024-12-05,2026-12-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
animating-principle.com,2019-02-07,2025-01-24,2027-02-07,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,200
naturaldrinks.co.za,2020-10-19,2024-10-19,2025-10-19,xneelo (Pty) Ltd,support@xneelo.com,https://xneelo.com,,200
infda.org,2010-03-01,2025-02-04,2026-03-01,"Register.com, Inc.",domain.operations@web.com,https://web.com,,Error
brightmile.io,2018-04-24,2024-06-08,2026-04-24,"GoDaddy.com, LLC",,,,200
theheartfeltway.com,2020-01-17,2024-12-18,2026-01-17,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
idca.fr,2010-04-07,2024-10-20,2025-11-25,OVH,support@ovh.net,https://ovh.net,,200
totherescue.net,2005-09-01,2022-09-11,2025-09-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
lawrenceandbrooks.com,1999-12-31,2024-01-01,2025-12-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
jotopr.com,2009-04-01,2024-04-02,2025-04-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
svmkemps.com,2022-03-15,2024-03-16,2025-03-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ambrpayments.com,2019-04-01,2025-03-02,2026-04-01,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
tandemgse.com,2007-09-04,2022-12-05,2027-09-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
putnam-fl.gov,2021-08-03,2024-01-08,2025-08-03,get.gov,sysadmin@putnam-fl.com,https://putnam-fl.com,,Error
heat-trap.com.au,,2024-06-24,,Synergy Wholesale Accreditations Pty Ltd,,,,200
lifeprojectmovement.com,2016-04-05,2024-03-14,2025-04-05,"Name.com, Inc.",abuse@name.com,https://name.com,,Error
umak.edu.ph,,,,,,,,Error
welebir.net,2002-09-06,2024-09-07,2026-09-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hispanicmediaservices.com,2024-07-30,2024-07-30,2025-07-30,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,,200
pregaso.com,2021-10-11,2024-10-12,2025-10-11,"Ascio Technologies, Inc",abuse@ascio.com,https://ascio.com,,200
kyoritsu.co.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th,,Error
ferguson-construction.com,1998-04-28,2023-03-09,2025-04-27,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
tlctech.com,2006-07-14,2024-05-15,2027-07-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
camilloproperties.com,2013-01-24,2024-09-04,2026-01-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Exception
butlersmarinaannapolis.com,2015-09-14,2024-09-15,2026-09-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hawaiifoodbankkauai.org,2010-03-25,2025-01-30,2026-03-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
bosanti.ca,2018-10-01,2024-03-25,2026-10-01,Go Get Canada Domain Registrar Ltd.,abuse@namecheap.com,https://namecheap.com,,Error
flooringdsn.com,2004-05-10,2020-03-19,2025-05-10,"Register.com, Inc.",domain.operations@web.com,https://web.com,,Error
agisuretrack.com,2019-06-17,2024-06-18,2025-06-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
jluxlabel.com,2015-05-03,2022-09-18,2026-05-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kriticos.com.au,,2025-02-19,,Synergy Wholesale Accreditations Pty Ltd,,,,Error
phayao2.go.th,,,,THNIC,staff@thnic.co.th,https://thnic.co.th,,Error
pupil.uvhs.org.uk,2002-07-11,2023-08-24,2025-07-11,Dreamscape Networks International Pte Ltd [Tag = DREAMSCAPE],,,,Error
conqueringmyclutter.com,2014-06-30,2024-07-26,2026-06-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
meetgeek.ai,2020-03-15,,,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
orangecountyneurologyclinic.com,2011-03-26,2024-03-27,2029-03-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
goeri.de,,2007-10-19,,,,,,200
coursdiderot.com,2002-02-20,2025-01-26,2026-02-20,ONLINE SAS,abuse@bookmyname.com,https://bookmyname.com,,Error
dvc-us.net,2024-02-27,2025-02-12,2026-02-27,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
dhillonlawfirm.com,2004-03-28,2024-03-27,2025-03-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
unitedconstructionsolutions.com,2012-01-23,2024-03-02,2028-01-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
cmsccl.com,2018-01-12,2024-08-10,2034-01-12,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DomainAbuse@service.aliyun.com,https://service.aliyun.com,,Error
daftariangroup.com,2012-06-18,2024-03-22,2026-06-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
cocoseattle.com,2010-10-13,2024-08-28,2026-10-13,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
rejuvaskin.co.uk,2018-08-14,2024-08-14,2025-08-14,"Namecheap, Inc. [Tag = NAMECHEAP-INC]",,,,200
parexcellencesystems.com,1999-01-26,2024-01-07,2026-01-26,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
mentex.co,2022-08-01,2024-08-11,2025-08-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
camsch.org,2004-01-30,2020-12-17,2026-01-30,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
cbexchange.com,2004-06-03,2024-03-02,2026-06-03,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
quasarconsultancy.com,2024-06-02,2024-09-01,2025-06-02,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,200
nbnco.com.au,,2024-10-18,,Corporation Service Company (Aust) Pty Ltd,,,,200
fourmative.com,1997-10-04,2025-01-28,2026-10-03,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,,200
supermart.ng,2014-01-10,2024-12-30,2026-01-10,GO54 Limited (formerly Whogohost Limited),support@whogohost.com,https://whogohost.com,,200
tx.twcbc.com,2005-12-19,2024-11-24,2025-12-19,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,Error
furricanerunners.com,2024-04-13,2024-06-02,2026-04-13,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,200
angelosburger.com,2020-03-04,2025-03-05,2026-03-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
df.conalep.edu.mx,1997-06-17,2024-06-17,2025-06-16,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,,Error
mwt-hh.de,,2018-08-10,,,,,,200
edawilson.com,2002-03-04,2025-02-27,2026-03-04,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
lifeseeds.com,2004-11-27,2024-10-28,2025-11-27,One.com A/S,abuse@one.com,https://one.com,,200
adaswheels.com,2025-02-13,2025-03-06,2026-02-13,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,Error
thebutcherscut.co,2018-01-09,2025-01-12,2026-01-09,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,,200
villazzo.com,2002-11-05,2024-10-01,2025-11-05,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
sakwholesale.net,2023-05-10,2024-06-06,2025-05-10,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
globalemcom.com,2015-04-21,2023-04-22,2025-04-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kollegistans.ch,,,,,,,,200
calyx.ai,2019-11-07,,,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,,200
stu.pacifichills.nsw.edu.au,,2024-03-20,,Education Services Australia Limited,,,,Error
forgelink.ch,,,,,,,,200
echowav.co,2023-01-17,2025-01-23,2027-01-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
toponsearch.com,2003-05-02,2024-05-02,2025-05-02,BigRock Solutions Ltd.,abuse@bigrock.com,https://bigrock.com,,200
medini.com.my,2008-04-27,2024-09-11,2025-04-27,Exabytes Network Sdn Bhd,domain@exabytes.my,https://exabytes.my,,200
pashmac.com,2015-09-20,2024-09-21,2025-09-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
preferredsecurityinc.com,2009-04-23,2024-04-29,2026-04-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
jlsimsmarketing.com,2015-07-23,2023-08-07,2030-07-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ellisonconsultingllc.com,2014-08-19,2024-08-19,2025-08-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
buusvine.dk,2015-02-12,,2026-02-28,,,,,200
basedonatruestory.co.uk,2005-10-05,2024-06-12,2025-10-05,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,200
hentschelagency.com,2001-08-02,2024-08-22,2025-08-02,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,Error
ibgportland.com,2009-09-11,2022-09-06,2025-09-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
qventus.com,2016-09-27,2024-08-24,2025-09-27,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
bordadosluma.com,2012-05-09,2024-05-06,2025-05-09,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,200
ldldecoracio.es,,,,,,,,Error
dspbuilders.com,1998-08-04,2024-05-30,2033-08-03,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
